timestamp,node,cpu_pct,cpu_pods,mem_pct,mem_pods,io_read_bytes_per_sec,io_write_bytes_per_sec,io_pods
1786049839.8730125,node-1,1.02,"{prometheus-prometheus-node-exporter-l65bs"": 0.0",0.78,"{prometheus-prometheus-node-exporter-l65bs"": {""bytes"": 17084416.0",0.0,3063.93,"{calico-node-jp6xs"": {""read_bytes_per_sec"": 0.0"
1786049840.4301105,node-2,0.2,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": 0.0",0.52,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""bytes"": 13279232.0",0.0,4324.56,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""read_bytes_per_sec"": 0.0"
1786049840.6496027,node-0,0.35,"{speaker-kxvm6"": 0.04",0.49,"{speaker-kxvm6"": {""bytes"": 30527488.0",0.0,0.0,"{calico-node-c6csm"": {""read_bytes_per_sec"": 0.0"
1786049840.8782752,node-1,1.02,"{prometheus-prometheus-node-exporter-l65bs"": 0.0",0.78,"{prometheus-prometheus-node-exporter-l65bs"": {""bytes"": 17084416.0",0.0,3063.93,"{calico-node-jp6xs"": {""read_bytes_per_sec"": 0.0"
1786049841.4349685,node-2,0.2,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": 0.0",0.52,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""bytes"": 13279232.0",0.0,4324.56,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""read_bytes_per_sec"": 0.0"
1786049841.6540713,node-0,0.35,"{speaker-kxvm6"": 0.04",0.49,"{speaker-kxvm6"": {""bytes"": 30527488.0",0.0,0.0,"{calico-node-c6csm"": {""read_bytes_per_sec"": 0.0"
1786049841.8834233,node-1,1.02,"{prometheus-prometheus-node-exporter-l65bs"": 0.0",0.78,"{prometheus-prometheus-node-exporter-l65bs"": {""bytes"": 17084416.0",0.0,3063.93,"{calico-node-jp6xs"": {""read_bytes_per_sec"": 0.0"
1786049842.4398098,node-2,0.2,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": 0.0",0.52,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""bytes"": 13279232.0",0.0,4324.56,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""read_bytes_per_sec"": 0.0"
1786049842.671641,node-0,0.35,"{speaker-kxvm6"": 0.04",0.49,"{speaker-kxvm6"": {""bytes"": 30527488.0",0.0,0.0,"{calico-node-c6csm"": {""read_bytes_per_sec"": 0.0"
1786049842.889174,node-1,1.02,"{prometheus-prometheus-node-exporter-l65bs"": 0.0",0.78,"{prometheus-prometheus-node-exporter-l65bs"": {""bytes"": 17084416.0",0.0,3063.93,"{calico-node-jp6xs"": {""read_bytes_per_sec"": 0.0"
1786049843.4459958,node-2,0.2,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": 0.0",0.52,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""bytes"": 13279232.0",0.0,4324.56,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""read_bytes_per_sec"": 0.0"
1786049843.6758072,node-0,0.35,"{speaker-kxvm6"": 0.04",0.49,"{speaker-kxvm6"": {""bytes"": 30527488.0",0.0,0.0,"{calico-node-c6csm"": {""read_bytes_per_sec"": 0.0"
1786049843.8939013,node-1,1.02,"{prometheus-prometheus-node-exporter-l65bs"": 0.0",0.78,"{prometheus-prometheus-node-exporter-l65bs"": {""bytes"": 17084416.0",0.0,3063.93,"{calico-node-jp6xs"": {""read_bytes_per_sec"": 0.0"
1786049844.4507217,node-2,0.2,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": 0.0",0.52,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""bytes"": 13279232.0",0.0,4324.56,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""read_bytes_per_sec"": 0.0"
1786049844.6793456,node-0,0.35,"{speaker-kxvm6"": 0.04",0.49,"{speaker-kxvm6"": {""bytes"": 30527488.0",0.0,0.0,"{calico-node-c6csm"": {""read_bytes_per_sec"": 0.0"
1786049844.8975198,node-1,1.02,"{prometheus-prometheus-node-exporter-l65bs"": 0.0",0.78,"{prometheus-prometheus-node-exporter-l65bs"": {""bytes"": 17084416.0",0.0,3063.93,"{calico-node-jp6xs"": {""read_bytes_per_sec"": 0.0"
1786049845.4559495,node-2,0.2,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": 0.0",0.52,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""bytes"": 13279232.0",0.0,4324.56,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""read_bytes_per_sec"": 0.0"
1786049845.683479,node-0,0.35,"{speaker-kxvm6"": 0.04",0.49,"{speaker-kxvm6"": {""bytes"": 30527488.0",0.0,0.0,"{calico-node-c6csm"": {""read_bytes_per_sec"": 0.0"
1786049845.901959,node-1,1.02,"{prometheus-prometheus-node-exporter-l65bs"": 0.0",0.78,"{prometheus-prometheus-node-exporter-l65bs"": {""bytes"": 17084416.0",0.0,3063.93,"{calico-node-jp6xs"": {""read_bytes_per_sec"": 0.0"
1786049846.4610655,node-2,0.2,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": 0.0",0.52,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""bytes"": 13279232.0",0.0,4324.56,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""read_bytes_per_sec"": 0.0"
1786049846.6876569,node-0,0.35,"{speaker-kxvm6"": 0.04",0.49,"{speaker-kxvm6"": {""bytes"": 30527488.0",0.0,0.0,"{calico-node-c6csm"": {""read_bytes_per_sec"": 0.0"
1786049846.9064722,node-1,1.02,"{prometheus-prometheus-node-exporter-l65bs"": 0.0",0.78,"{prometheus-prometheus-node-exporter-l65bs"": {""bytes"": 17084416.0",0.0,3063.93,"{calico-node-jp6xs"": {""read_bytes_per_sec"": 0.0"
1786049847.4660828,node-2,0.2,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": 0.0",0.52,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""bytes"": 13279232.0",0.0,4324.56,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""read_bytes_per_sec"": 0.0"
1786049847.6919024,node-0,0.32,"{speaker-kxvm6"": 0.03",0.49,"{speaker-kxvm6"": {""bytes"": 31293440.0",0.0,0.0,"{calico-node-c6csm"": {""read_bytes_per_sec"": 0.0"
1786049847.911042,node-1,1.02,"{prometheus-prometheus-node-exporter-l65bs"": 0.0",0.78,"{prometheus-prometheus-node-exporter-l65bs"": {""bytes"": 17084416.0",0.0,3063.93,"{calico-node-jp6xs"": {""read_bytes_per_sec"": 0.0"
1786049848.47069,node-2,0.2,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": 0.0",0.52,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""bytes"": 13279232.0",0.0,4324.56,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""read_bytes_per_sec"": 0.0"
1786049848.6962528,node-0,0.32,"{speaker-kxvm6"": 0.03",0.49,"{speaker-kxvm6"": {""bytes"": 31293440.0",0.0,0.0,"{calico-node-c6csm"": {""read_bytes_per_sec"": 0.0"
1786049848.9157617,node-1,0.53,"{prometheus-prometheus-node-exporter-l65bs"": 0.02",0.78,"{prometheus-prometheus-node-exporter-l65bs"": {""bytes"": 16986112.0",0.0,66089.66,"{calico-node-jp6xs"": {""read_bytes_per_sec"": 0.0"
1786049849.475832,node-2,0.24,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": 0.0",0.52,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""bytes"": 13283328.0",0.0,16786.89,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""read_bytes_per_sec"": 0.0"
1786049849.7006876,node-0,0.32,"{speaker-kxvm6"": 0.03",0.49,"{speaker-kxvm6"": {""bytes"": 31293440.0",0.0,0.0,"{calico-node-c6csm"": {""read_bytes_per_sec"": 0.0"
1786049849.9202485,node-1,0.53,"{prometheus-prometheus-node-exporter-l65bs"": 0.02",0.78,"{prometheus-prometheus-node-exporter-l65bs"": {""bytes"": 16986112.0",0.0,66089.66,"{calico-node-jp6xs"": {""read_bytes_per_sec"": 0.0"
1786049850.4816713,node-2,0.24,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": 0.0",0.52,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""bytes"": 13283328.0",0.0,16786.89,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""read_bytes_per_sec"": 0.0"
1786049850.707274,node-0,0.32,"{speaker-kxvm6"": 0.03",0.49,"{speaker-kxvm6"": {""bytes"": 31293440.0",0.0,0.0,"{calico-node-c6csm"": {""read_bytes_per_sec"": 0.0"
1786049850.924989,node-1,0.53,"{prometheus-prometheus-node-exporter-l65bs"": 0.02",0.78,"{prometheus-prometheus-node-exporter-l65bs"": {""bytes"": 16986112.0",0.0,66089.66,"{calico-node-jp6xs"": {""read_bytes_per_sec"": 0.0"
1786049851.4867935,node-2,0.24,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": 0.0",0.52,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""bytes"": 13283328.0",0.0,16786.89,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""read_bytes_per_sec"": 0.0"
1786049851.7118077,node-0,0.32,"{speaker-kxvm6"": 0.03",0.49,"{speaker-kxvm6"": {""bytes"": 31293440.0",0.0,0.0,"{calico-node-c6csm"": {""read_bytes_per_sec"": 0.0"
1786049851.9295754,node-1,0.53,"{prometheus-prometheus-node-exporter-l65bs"": 0.02",0.78,"{prometheus-prometheus-node-exporter-l65bs"": {""bytes"": 16986112.0",0.0,66089.66,"{calico-node-jp6xs"": {""read_bytes_per_sec"": 0.0"
1786049852.49146,node-2,0.24,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": 0.0",0.52,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""bytes"": 13283328.0",0.0,16786.89,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""read_bytes_per_sec"": 0.0"
1786049852.7156463,node-0,0.32,"{speaker-kxvm6"": 0.03",0.49,"{speaker-kxvm6"": {""bytes"": 31293440.0",0.0,0.0,"{calico-node-c6csm"": {""read_bytes_per_sec"": 0.0"
1786049852.934082,node-1,0.53,"{prometheus-prometheus-node-exporter-l65bs"": 0.02",0.78,"{prometheus-prometheus-node-exporter-l65bs"": {""bytes"": 16986112.0",0.0,66089.66,"{calico-node-jp6xs"": {""read_bytes_per_sec"": 0.0"
1786049853.496656,node-2,0.24,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": 0.0",0.52,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""bytes"": 13283328.0",0.0,16786.89,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""read_bytes_per_sec"": 0.0"
1786049853.720205,node-0,0.32,"{speaker-kxvm6"": 0.03",0.49,"{speaker-kxvm6"": {""bytes"": 31293440.0",0.0,0.0,"{calico-node-c6csm"": {""read_bytes_per_sec"": 0.0"
1786049853.9386747,node-1,0.53,"{prometheus-prometheus-node-exporter-l65bs"": 0.02",0.78,"{prometheus-prometheus-node-exporter-l65bs"": {""bytes"": 16986112.0",0.0,66089.66,"{calico-node-jp6xs"": {""read_bytes_per_sec"": 0.0"
1786049854.5016415,node-2,0.24,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": 0.0",0.52,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""bytes"": 13283328.0",0.0,16786.89,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""read_bytes_per_sec"": 0.0"
1786049854.7241797,node-0,0.32,"{speaker-kxvm6"": 0.03",0.49,"{speaker-kxvm6"": {""bytes"": 31293440.0",0.0,0.0,"{calico-node-c6csm"": {""read_bytes_per_sec"": 0.0"
1786049854.9432633,node-1,0.53,"{prometheus-prometheus-node-exporter-l65bs"": 0.02",0.78,"{prometheus-prometheus-node-exporter-l65bs"": {""bytes"": 16986112.0",0.0,66089.66,"{calico-node-jp6xs"": {""read_bytes_per_sec"": 0.0"
1786049855.5066235,node-2,0.24,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": 0.0",0.52,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""bytes"": 13283328.0",0.0,16786.89,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""read_bytes_per_sec"": 0.0"
1786049855.7281675,node-0,0.32,"{speaker-kxvm6"": 0.03",0.49,"{speaker-kxvm6"": {""bytes"": 31293440.0",0.0,0.0,"{calico-node-c6csm"": {""read_bytes_per_sec"": 0.0"
1786049855.9508457,node-1,0.53,"{prometheus-prometheus-node-exporter-l65bs"": 0.02",0.78,"{prometheus-prometheus-node-exporter-l65bs"": {""bytes"": 16986112.0",0.0,66089.66,"{calico-node-jp6xs"": {""read_bytes_per_sec"": 0.0"
1786049856.511706,node-2,0.24,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": 0.0",0.52,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""bytes"": 13283328.0",0.0,16786.89,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""read_bytes_per_sec"": 0.0"
1786049856.7322478,node-0,0.32,"{speaker-kxvm6"": 0.03",0.49,"{speaker-kxvm6"": {""bytes"": 31293440.0",0.0,0.0,"{calico-node-c6csm"": {""read_bytes_per_sec"": 0.0"
1786049856.9555373,node-1,0.53,"{prometheus-prometheus-node-exporter-l65bs"": 0.02",0.78,"{prometheus-prometheus-node-exporter-l65bs"": {""bytes"": 16986112.0",0.0,66089.66,"{calico-node-jp6xs"": {""read_bytes_per_sec"": 0.0"
1786049857.5166934,node-2,0.24,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": 0.0",0.52,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""bytes"": 13283328.0",0.0,16786.89,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""read_bytes_per_sec"": 0.0"
1786049857.7366326,node-0,0.39,"{speaker-kxvm6"": 0.03",0.49,"{speaker-kxvm6"": {""bytes"": 31293440.0",0.0,0.0,"{calico-node-c6csm"": {""read_bytes_per_sec"": 0.0"
1786049857.9598014,node-1,0.53,"{prometheus-prometheus-node-exporter-l65bs"": 0.02",0.78,"{prometheus-prometheus-node-exporter-l65bs"": {""bytes"": 16986112.0",0.0,66089.66,"{calico-node-jp6xs"": {""read_bytes_per_sec"": 0.0"
1786049858.521635,node-2,0.24,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": 0.0",0.52,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""bytes"": 13283328.0",0.0,16786.89,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""read_bytes_per_sec"": 0.0"
1786049858.7409432,node-0,0.39,"{speaker-kxvm6"": 0.03",0.49,"{speaker-kxvm6"": {""bytes"": 31293440.0",0.0,0.0,"{calico-node-c6csm"": {""read_bytes_per_sec"": 0.0"
1786049858.9647877,node-1,0.94,"{prometheus-prometheus-node-exporter-l65bs"": 0.02",0.78,"{prometheus-prometheus-node-exporter-l65bs"": {""bytes"": 16986112.0",0.0,5407.27,"{calico-node-jp6xs"": {""read_bytes_per_sec"": 0.0"
1786049859.5265782,node-2,0.28,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": 0.0",0.52,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""bytes"": 13283328.0",0.0,19427.48,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""read_bytes_per_sec"": 0.0"
1786049859.746287,node-0,0.39,"{speaker-kxvm6"": 0.03",0.49,"{speaker-kxvm6"": {""bytes"": 31293440.0",0.0,0.0,"{calico-node-c6csm"": {""read_bytes_per_sec"": 0.0"
1786049859.9692712,node-1,0.94,"{prometheus-prometheus-node-exporter-l65bs"": 0.02",0.78,"{prometheus-prometheus-node-exporter-l65bs"": {""bytes"": 16986112.0",0.0,5407.27,"{calico-node-jp6xs"": {""read_bytes_per_sec"": 0.0"
1786049860.5321538,node-2,0.28,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": 0.0",0.52,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""bytes"": 13283328.0",0.0,19427.48,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""read_bytes_per_sec"": 0.0"
1786049860.750498,node-0,0.39,"{speaker-kxvm6"": 0.03",0.49,"{speaker-kxvm6"": {""bytes"": 31293440.0",0.0,0.0,"{calico-node-c6csm"": {""read_bytes_per_sec"": 0.0"
1786049860.9734805,node-1,0.94,"{prometheus-prometheus-node-exporter-l65bs"": 0.02",0.78,"{prometheus-prometheus-node-exporter-l65bs"": {""bytes"": 16986112.0",0.0,5407.27,"{calico-node-jp6xs"": {""read_bytes_per_sec"": 0.0"
1786049861.5370135,node-2,0.28,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": 0.0",0.52,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""bytes"": 13283328.0",0.0,19427.48,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""read_bytes_per_sec"": 0.0"
1786049861.7547376,node-0,0.39,"{speaker-kxvm6"": 0.03",0.49,"{speaker-kxvm6"": {""bytes"": 31293440.0",0.0,0.0,"{calico-node-c6csm"": {""read_bytes_per_sec"": 0.0"
1786049861.9790065,node-1,0.94,"{prometheus-prometheus-node-exporter-l65bs"": 0.02",0.78,"{prometheus-prometheus-node-exporter-l65bs"": {""bytes"": 16986112.0",0.0,5407.27,"{calico-node-jp6xs"": {""read_bytes_per_sec"": 0.0"
1786049862.542688,node-2,0.28,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": 0.0",0.52,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""bytes"": 13283328.0",0.0,19427.48,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""read_bytes_per_sec"": 0.0"
1786049862.7668848,node-0,0.39,"{speaker-kxvm6"": 0.03",0.49,"{speaker-kxvm6"": {""bytes"": 31293440.0",0.0,0.0,"{calico-node-c6csm"": {""read_bytes_per_sec"": 0.0"
1786049862.983641,node-1,0.94,"{prometheus-prometheus-node-exporter-l65bs"": 0.02",0.78,"{prometheus-prometheus-node-exporter-l65bs"": {""bytes"": 16986112.0",0.0,5407.27,"{calico-node-jp6xs"": {""read_bytes_per_sec"": 0.0"
1786049863.5476654,node-2,0.28,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": 0.0",0.52,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""bytes"": 13283328.0",0.0,19427.48,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""read_bytes_per_sec"": 0.0"
1786049863.7713299,node-0,0.39,"{speaker-kxvm6"": 0.03",0.49,"{speaker-kxvm6"": {""bytes"": 31293440.0",0.0,0.0,"{calico-node-c6csm"": {""read_bytes_per_sec"": 0.0"
1786049863.9880614,node-1,0.94,"{prometheus-prometheus-node-exporter-l65bs"": 0.02",0.78,"{prometheus-prometheus-node-exporter-l65bs"": {""bytes"": 16986112.0",0.0,5407.27,"{calico-node-jp6xs"": {""read_bytes_per_sec"": 0.0"
1786049864.5524557,node-2,0.28,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": 0.0",0.52,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""bytes"": 13283328.0",0.0,19427.48,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""read_bytes_per_sec"": 0.0"
1786049864.7754457,node-0,0.39,"{speaker-kxvm6"": 0.03",0.49,"{speaker-kxvm6"": {""bytes"": 31293440.0",0.0,0.0,"{calico-node-c6csm"": {""read_bytes_per_sec"": 0.0"
1786049864.9923718,node-1,0.94,"{prometheus-prometheus-node-exporter-l65bs"": 0.02",0.78,"{prometheus-prometheus-node-exporter-l65bs"": {""bytes"": 16986112.0",0.0,5407.27,"{calico-node-jp6xs"": {""read_bytes_per_sec"": 0.0"
